proposal;usernumber;username
16992;6709;josegrobles
16993;95482;FVI
16994;422681;Isabel Yañez Gonzalez
16995;422693;aclaria
16996;422693;aclaria
16997;178027;cedres09
16998;74409;Natalia Maya
16999;422693;aclaria
17000;422706;juan carlos buendia
17001;135700;Ramon Valdes de la Colina
17002;422711;Ángeles garcia
17003;422713;elgusss
17004;80283;Marta Duran Duran
17005;68288;mariofesan
17006;422700;Esther Juez Esteban
17007;37675;ramon_ferrer
17008;422701;Anamaria Gutierrez
17009;64875;rosaleda
17010;37675;ramon_ferrer
17011;128944;Aida VM
17012;422726;Alejandro Cobos ( mediador e integrador social)
17013;128944;Aida VM
17014;422726;Alejandro Cobos ( mediador e integrador social)
17015;;
17016;145922;Raquel Alonso
17017;178856;Inma Escuredo
17018;87874;Marco
17019;224252;Isabelnett
17020;422767;Francisco1964
17021;422767;Francisco1964
17022;;
17023;15312;CarmenP
17024;224252;Isabelnett
17025;422742;José Luis Lamas Romero
17026;16422;María José Pérez Caballero
17027;237516;Danton
17028;236354;CLAUDIA MAGDALENA DELGADO ZAMORA
17029;168836;aeg_2016
17030;422781;Roberto Martín
17031;7956;ciulinealero
17032;422743;Iluminada Fernandez
17033;;
17034;;
17035;422822;ErChof
17036;109529;Anii
17037;422573;Méjico
17038;422573;Méjico
17039;97093;rafita
17040;97093;rafita
17041;422573;Méjico
17042;125983;Consuelo Mir Cordero
17043;110797;Pedro Romero Uroz
17044;110797;Pedro Romero Uroz
17045;24921;Tomás Nogales Aguado
17046;14850;tzapata
17047;11376;Maspibal
17048;422873;MERCEDES MARTINEZ MORENO
17049;317257;Víctor Rajbon
17050;33300;pablo 1
17051;272166;Juan y Carlos
17052;422932;CarlosVA
17053;422872;MateoVillaverde
17054;;
17055;12932;Gonzalo Santander Sanchez
17056;;
17057;422960;RubenW
17058;422794;participativosforochamberi
17059;9567;Tyler1984
17060;141790;VICENTE DEL SAZ
17061;;
17062;422487;COLEGIO BASE
17063;422487;COLEGIO BASE
17064;125974;Alvaro.M.R
17065;125974;Alvaro.M.R
17066;421626;CULTURA CIENTÍFICA IES. ITURRALDE
17067;422985;Fase Fundación
17068;422991;jarezados
17069;23148;Antonio Silvestre
17070;135858;Carakas
17071;135858;Carakas
17072;106675;Pilar Cabezas
17073;1788;toni ibáñez
17074;423033;Alfonso Blanco Sánchez
17075;;
17076;287067;Umax
17077;270680;Elmundoestamuyloco
17078;116609;Asociación Vecinal de El Pardo
17079;116609;Asociación Vecinal de El Pardo
17080;116609;Asociación Vecinal de El Pardo
17081;116609;Asociación Vecinal de El Pardo
17082;116609;Asociación Vecinal de El Pardo
17083;116609;Asociación Vecinal de El Pardo
17084;116609;Asociación Vecinal de El Pardo
17085;116609;Asociación Vecinal de El Pardo
17086;422794;participativosforochamberi
17087;422794;participativosforochamberi
17088;107818;J. Cuadrado
17089;5240;ruben@culturaenmovimiento.net
17090;201910;miguel angel garrido vallejo
17091;;
17092;21784;Marie-Loup Sougez
17093;423102;Sergio Boffo
17094;9273;JesusLB
17095;106352;robernal
17096;122998;CORAZONES LLENOS DE ESTRELLAS
17097;249315;Felipe Smith Núñez
17098;90510;LORENZOCAS
17099;219719;JESUS
17100;219719;JESUS
17101;400226;Gómez de Santos
17102;90510;LORENZOCAS
17103;423173;CULTURAL
17104;423180;Beatriz Iranzo Serrano
17105;291530;di_q_t_gusta
17106;12993;sikhandar
17107;316148;Daniel Polo
17108;423209;AsociaciónProDemocraciaParticipativa
17109;224252;Isabelnett
17110;90780;ELENAVIP
17111;39570;mariano79
17112;423204;AV. PALOMERAS BAJAS
17113;224252;Isabelnett
17114;189746;labusca
17115;423222;Asociación DEMETRA
17116;35867;Mariapop
17117;423204;AV. PALOMERAS BAJAS
17118;422669;Isabelgomezlozano
17119;188321;Yiyei60
17120;153257;Julio Moreno
17121;422669;Isabelgomezlozano
17122;224252;Isabelnett
17123;90510;LORENZOCAS
17124;89239;mismini
17125;157402;ASOCIACION DE VECINOS SAN NICOLAS DEHESA
17126;57979;Majoza
17127;90510;LORENZOCAS
17128;157402;ASOCIACION DE VECINOS SAN NICOLAS DEHESA
17129;423270;berardocosta
17130;423278;César Vera Prieto
17131;90510;LORENZOCAS
17132;423039;Autismo
17133;22211;JESUS NAVALON CIFUENTES
17134;180172;rIC
17135;78291;Aranchuky
17136;224252;Isabelnett
17137;224252;Isabelnett
17138;97051;Cristina Os
17139;224252;Isabelnett
17140;224252;Isabelnett
17141;423294;Alakran
17142;224252;Isabelnett
17143;301529;Tatiana Vanegas
17144;56335;grico
17145;9010;ogmaestro@gmail.com
17146;29653;Anun López
17147;55086;Madrileño 2.0
17148;423121;Carolina Bello
17149;106458;Asociación Vecinal Puente de Vallecas
17150;106458;Asociación Vecinal Puente de Vallecas
17151;52069;Civis
17152;423369;MarSanchez
17153;1638;ippe
17154;422906;Paloma Waudoise
17155;153257;Julio Moreno
17156;32070;Yoryiyi
17157;93829;lourdes hernandez ossorno
17158;97346;M Antonia García Heras Sánchez
17159;423417;Sofisrisu
17160;93829;lourdes hernandez ossorno
17161;108250;maria rosa hg
17162;423418;Ceres Libre
17163;93829;lourdes hernandez ossorno
17164;421952;Cecilia Vieira
17165;93829;lourdes hernandez ossorno
17166;423430;COLEGIO JUAN DE VALDÉS
17167;93829;lourdes hernandez ossorno
17168;423430;COLEGIO JUAN DE VALDÉS
17169;93829;lourdes hernandez ossorno
17170;423430;COLEGIO JUAN DE VALDÉS
17171;99448;Juan Ignacio Fernadez Torres
17172;93829;lourdes hernandez ossorno
17173;422626;Ampa CEIP Lope de Vega
17174;96900;CedroYEnebro
17175;93829;lourdes hernandez ossorno
17176;58226;champu
17177;60738;punkxing
17178;210406;lurd10
17179;80729;Elena Alonso Lebrero
17180;42482;rafael garcia olmo
17181;423537;El Fanal
17182;308298;Colegio Timón
17183;219613;Antonio
17184;311704;Colegio
17185;27895;Gabriel Lozano Gallego
17186;27895;Gabriel Lozano Gallego
17187;27895;Gabriel Lozano Gallego
17188;423394;CarmenTrujillo
17189;224536;Emma Terrados
17190;421952;Cecilia Vieira
17191;178695;Roberta Ann Quance
17192;52708;RocíoLT
17193;423580;Patri Horcajo
17194;423581;Comunidad de China en Usera
17195;423553;dinamico
17196;1891;Deimos
17197;103082;AMPA ACORDE
17198;236354;CLAUDIA MAGDALENA DELGADO ZAMORA
17199;236354;CLAUDIA MAGDALENA DELGADO ZAMORA
17200;236354;CLAUDIA MAGDALENA DELGADO ZAMORA
17201;423650;Ana D
17202;166197;Elena Sigüenza Carbonell
17203;26718;BertB
17204;166197;Elena Sigüenza Carbonell
17205;166197;Elena Sigüenza Carbonell
17206;166197;Elena Sigüenza Carbonell
17207;;
17208;423681;Ernesto20
17209;423681;Ernesto20
17210;423681;Ernesto20
17211;246185;Deborah Elías
17212;229406;ASOCIACION AMIGOS DELA GRAN VIA
17213;221280;avi
17214;221280;avi
17215;221280;avi
17216;423383;Asociación Regalo de Corazón
17217;103252;Pradolongo Se Mueve
17218;5276;Dante
17219;92526;Terete74
17220;5276;Dante
17221;14152;Juan Amalio
17222;187941;M. Carmen García Gallego
17223;97051;Cristina Os
17224;38197;madrileña2015
17225;53251;Fhcchi
17226;38197;madrileña2015
17227;107504;Isabel Camacho
17228;107504;Isabel Camacho
17229;423511;AMPA E. I. Las Nubes
17230;107504;Isabel Camacho
17231;107504;Isabel Camacho
17232;47797;Mayte.santra
17233;139080;MariaMadrid
17234;97051;Cristina Os
17235;139080;MariaMadrid
17236;270680;Elmundoestamuyloco
17237;139080;MariaMadrid
17238;50988;Vanesa Carral
17239;97051;Cristina Os
17240;423535;CPM &quot
17241;66203;NaniMerino
17242;65058;HelenwithH
17243;97051;Cristina Os
17244;97051;Cristina Os
17245;423343;Xavier Calbet
17246;;
17247;;
17248;106793;Guillermo Griñan lacaci
17249;63024;jsrmalvarez
17250;2583;Javier Fernando Bujarrabal de las Heras
17251;;
17252;5454;Amaliemadrid
17253;423670;Samsara
17254;423967;VLV
17255;167376;X-Com
17256;423535;CPM &quot
17257;219613;Antonio
17258;38595;Luis García
17259;38595;Luis García
17260;423878;abelalpe
17261;423778;RAUL MARTINEZ FERNANDEZ
17262;72510;Félix FB
17263;245819;jaimead
17264;424067;luis alberto alarcon
17265;423914;Maria Jose Landaburu
17266;424114;contacto@areadgestion.com
17267;422639;ASOCIACION DE VECINOS DEL BARRIO DE LAS LETRAS
17268;423670;Samsara
17269;424133;Hermine I
17270;1638;ippe
17271;422639;ASOCIACION DE VECINOS DEL BARRIO DE LAS LETRAS
17272;424152;Carmen Marina
17273;33464;via lactea
17274;424166;Sek Santa Isabel
17275;424173;rmsanto@gmail.com
17276;135858;Carakas
17277;104528;Latino
17278;424168;Mónica Durán
17279;;
17280;148739;Rocio Mateo
17281;;
17282;103129;Carlos Fajardo
17283;64875;rosaleda
17284;424040;ASVEGUIN
17285;424040;ASVEGUIN
17286;424040;ASVEGUIN
17287;424040;ASVEGUIN
17288;199557;Arias345
17289;424260;Cb isaac newton
17290;221815;Isidoro Nevares Martín
17291;270102;Betty Ops
17292;140203;carlosacustica
17293;424279;Angeman
17294;424273;AKA JEAN CLAUDE THIEMELE
17295;424200;Adriana Tanus
17296;110569;Andres Robles Chacon
17297;312315;La Parcería
17298;21500;Bhoy
17299;424297;Carlos Lage
17300;12129;Irenesn
17301;27152;VictoriaCANO
17302;3555;torju85
17303;424419;David Cañizares Velasco
17304;202872;CarlosTower
17305;210210;Rubén Heras García
17306;27379;Paco57
17307;299496;Osseal
17308;237516;Danton
17309;157402;ASOCIACION DE VECINOS SAN NICOLAS DEHESA
17310;55500;Juan Pedro Acacio
17311;424547;Megga
17312;53042;petroman
17313;202773;BANJALEN
17314;106447;Maria Del Pilar Martínez-García
17315;189626;JP_SANBLAS
17316;141694;José Miguel March
17317;141694;José Miguel March
17318;424680;LAURA BARAJAS
17319;141694;José Miguel March
17320;424697;Juan Carlos Padilla
17321;247693;carolinajmozo
17322;88178;Cristina Lovinhood
17323;;
17324;38987;lem
17325;424730;Observador64
17326;424750;Federico González Garrido
17327;422669;Isabelgomezlozano
17328;224459;juan ruiz
17329;160599;Álvaro Morión
17330;424768;Luis QN
17331;18810;antoniomadrid
17332;230649;contramaestre
17333;230649;contramaestre
17334;122933;Musi
17335;424909;PAQUITA
17336;16447;Jose Mira
17337;93075;sergiororo25
17338;175637;MLRL
17339;130048;Samarsil
17340;55589;Sergio98carabanchel
17341;425838;Aranzazu Montalvo Medel
17342;76838;MJJ
17343;207362;jotaerrepe
17344;76838;MJJ
17345;425703;Maestroalex
17346;424696;jvalerolopez
17347;199467;Juan Carlos González López
17348;145627;Peina
17349;145627;Peina
17350;145627;Peina
17351;147410;Clara64
17352;69905;JRo
17353;;
17354;;
17355;;
17356;;
17357;;
17358;64569;lola carrión
17359;423686;Olga Ruiz 20170628.
17360;17453;Sisu
17361;;
17362;37770;murcipau
17363;;
17364;120591;Felix Jimenez Jimenez
17365;423209;AsociaciónProDemocraciaParticipativa
17366;1068;EstaVez
17367;30494;Alberto Ludeña Trenado
17368;;
17369;225663;MARIBEL1971
17370;147981;David Vilariño
17371;179450;Teresagm
17372;179450;Teresagm
17373;154576;Albagm77
17374;154576;Albagm77
17375;154576;Albagm77
17376;255347;Alvaro Ortega Santos
17377;127693;olgad76
17378;62964;Svazquezb
17379;33585;Pilarina
17380;120548;Elisa LC
17381;428367;lo2o2
17382;126146;SUMADRID
17383;145784;Jesús G. de A.
17384;262721;elduque81
17385;80555;Gonzalo Montero
17386;269095;jlsangon@hotmail.com
17387;261476;FranciscoSP
17388;10411;Juanjo71
17389;151810;segamo
17390;165109;Ana María Blanco
17391;430233;Yackie
17392;39347;Isabel Gamar
17393;49071;juan jose perez
17394;164845;Ruben Diaz Gutierrez
17395;215885;diploz
17396;1729;MCarmen
17397;5411;Bacares
17398;23435;Holajar
17399;430957;MadridMejor
17400;221127;Monica Garcia Lanzas
17401;18814;Antonio Basauri López (Las Rosas) Madrid
17402;57690;Juanjo Martínez
17403;260008;Sergiosie
17404;73652;Ayre89
17405;;
17406;213087;Chema Ortiz
17407;221695;cherry1
17408;202843;Corsario Maltés
17409;243367;Bárbara Rodríguez
17410;431867;MAMBRÚ
17411;4647;bellotero
17412;291650;slesser
17413;154732;kabriola
17414;4647;bellotero
17415;280864;Sergio_dmn
17416;48480;ignaciohrdz
17417;141872;bjuanma
17418;11592;NitaPerez
17419;189723;Cristina Espiñeira
17420;33192;delfos
17421;105065;Fernando Gato Latorre
17422;219561;pp
17423;431914;Valeria Yarad Jeada
17424;168794;garuda
17425;154732;kabriola
17426;105203;achapaez
17427;247800;Conescom
17428;4127;jgbautista
17429;4127;jgbautista
17430;173847;Alfi
17431;431932;Pilar Cabrero del Rey
17432;255510;David Delgado
17433;171385;kabutoman0
17434;203086;Cristina Robles Bruguera
17435;250106;pedrolmo
17436;19998;Ramón López
17437;204100;Danielrb
17438;88070;JaviMach
17439;421275;inmamaria
17440;245682;PeterPank
17441;58138;helenams
17442;250586;Asunción Barquín Dueña
17443;26619;Maitena
17444;199101;Lauralechonalvarez
17445;82624;Estela Perez
17446;99514;Liaguska
17447;;
17448;57442;mroalo
17449;4127;jgbautista
17450;203584;José María Cruz de Dios
17451;164859;Maria Dolores Viñas Picazo
17452;203584;José María Cruz de Dios
17453;93397;Majiro
17454;175757;JULIA
17455;203584;José María Cruz de Dios
17456;432048;acamara
17457;203584;José María Cruz de Dios
17458;252138;Antonio Serrano Valades
17459;314879;Guillermo Santander
17460;232747;Raafel Abad
17461;81161;Iulius86
17462;43476;Jose luis roy ruiz
17463;130539;Tere MO
17464;431979;Paulalopezarce
17465;188321;Yiyei60
17466;31273;Ramiro Feijoo
17467;35560;Virvaq
17468;104089;davidmico
17469;55226;DavidSánchezBIS
17470;6990;Patxi_uw
17471;168761;Eduardo Jiménez Alonso
17472;35560;Virvaq
17473;276490;Nomedigas
17474;245682;PeterPank
17475;145151;Antonio Jose Ramirez Contreras
17476;427540;Chema Moliner
17477;14673;ValentinaP
17478;200689;VanesaEri
17479;146647;atrashorrasb
17480;65643;J. A. A.
17481;59917;Idigoras
17482;11921;Luisa G.A.
17483;26257;JuanF
17484;206937;ANTONIO RIOJA
17485;108852;Rvdo Rolando Borrasca
17486;152854;Prin Faiten
17487;201804;Anairc92
17488;;
17489;55750;HarrikiTown
17490;319948;carlosdlv
17491;423367;Teresa Inguanzo
17492;7851;Gonzalo
17493;54843;AlvaroCarva
17494;185073;Julio Recuero Casado
17495;38646;LLORX
17496;199963;Ali Madriz
17497;95566;Ignacio Blasco Sánchez
17498;222453;Cholo1973
17499;65643;J. A. A.
17500;424785;Sergio.a.t
17501;422669;Isabelgomezlozano
17502;422669;Isabelgomezlozano
17503;168191;azabar
17504;203904;Angel Muñoz Garcia
17505;9730;Martapardo
17506;185105;avillanuevah
17507;168191;azabar
17508;226898;belen grañeda
17509;185105;avillanuevah
17510;7799;mtha
17511;39516;AAO
17512;23529;ROBERTO GASPAR
17513;148583;Criscamvi
17514;432851;anajusto
17515;232842;pv2017
17516;84523;Julio Bernárdez
17517;23529;ROBERTO GASPAR
17518;206011;lorenzo morcuende
17519;22897;depaso
17520;51559;Luis Miguel HG
17521;23529;ROBERTO GASPAR
17522;51559;Luis Miguel HG
17523;237665;Jose Manuel Sanchez Ruescas
17524;431183;Maria Angeles Martin-Caro
17525;205348;Juan A.VK
17526;22897;depaso
17527;431471;Luis Martínez
17528;284440;roberce
17529;242624;Aurora Arteaga
17530;;
17531;37743;ELCONE
17532;147570;César Concepción Salza
17533;262255;Josu mirena
17534;62027;jcds3365
17535;212326;Manuel Santa cruz
17536;258776;tecnowarrior
17537;;
17538;433007;Hermy
17539;210972;Francisco Pazos Escudero
17540;248452;lbv
17541;91468;PELOPO
17542;60431;Francar
17543;132358;Ricardo Domenech
17544;314273;Pepa Villa
17545;57770;rdomingu
17546;313145;Estela Portero
17547;108140;aws
17548;208816;Miguel Tebar
17549;53134;chorcko
17550;64026;camajos12
17551;42053;Ibar
17552;224860;Letilandia Mena
17553;208902;fpp
17554;20727;nouk27
17555;42053;Ibar
17556;20727;nouk27
17557;211777;Mª del Carmen
17558;211777;Mª del Carmen
17559;36649;Luz María
17560;11976;f3rgonzalez
17561;152889;JFR
17562;9533;Tetuán
17563;175503;MARILÓ
17564;259879;ciudadano de Aravaca
17565;189530;Guillermo Álvarez Ibáñez
17566;199832;Juan Manuel Moronta
17567;18678;Isabel de Juan
17568;22200;Reyutopo
17569;433841;E3PISCINAS
17570;420742;Zenmanue
17571;31273;Ramiro Feijoo
17572;301330;Alfredo García Ardura
17573;433832;Artyom24
17574;125283;JCO
17575;234550;JCTARZON2
17576;;
17577;53134;chorcko
17578;433931;Hector Romero Gomez
17579;146803;Cris G. Chana
17580;433931;Hector Romero Gomez
17581;63797;Madre-de-dos
17582;53625;Anapastelito
17583;170679;georgesampson
17584;33949;Charo Jiménez
17585;255946;Sergioroko
17586;255946;Sergioroko
17587;202786;Jose Argemí
17588;434112;Nano Romo
17589;209003;Pilar Manzanares
17590;133966;Noelia_BO
17591;133966;Noelia_BO
17592;133966;Noelia_BO
17593;169600;Cilento
17594;234752;juan carlos gonzalez molina
17595;17355;Ire
17596;180246;Victor Todo Sabe Mejorr
17597;421722;Asociación de Artes Circenses Scimmie Volanti
17598;280200;socorrita
17599;93770;biko
17600;101687;esteffaniaa
17601;203403;Danny Lojam
17602;15231;Desdelforo
17603;30060;nietanigal
17604;17205;AnA
17605;8507;Narcisiano
17606;159631;carlotasainz
17607;434425;AlejandraDea
17608;246488;jorkel23
17609;239788;paloma valero abad
17610;13493;jlrivero
17611;434294;Maria Perez Dabrio
17612;126192;raqta
17613;20625;antiles
17614;44586;Maite U.
17615;133432;Elecoming
17616;100587;Belinda Garbar
17617;209793;Nieves Muñoz Martinez
17618;206670;mperera
17619;252849;javier benito
17620;271673;catano
17621;31884;Mónica Alonso Sabrido
17622;52107;Hera606
17623;274739;L.
17624;52810;JULIANDAVID
17625;226706;bertus
17626;434921;José Jimenez
17627;59877;teresa vargas
17628;188325;Deblayes
17629;34265;NORMAPIR
17630;;
17631;230415;junocs
17632;161119;Carmen.g
17633;27149;Miguel DV
17634;221934;Kevin.L
17635;435075;PIATERETE
17636;10610;marisa de madrid al cielo
17637;206984;ipl
17638;221934;Kevin.L
17639;435075;PIATERETE
17640;107073;Enrique Valverde
17641;224252;Isabelnett
17642;177492;Víctor Hernández Olmedo
17643;189746;labusca
17644;435267;Jose GP
17645;30062;MARIA VIRGINIA
17646;219033;Oscar Zaragoza
17647;435082;Marta t
17648;30422;fmachin
17649;30062;MARIA VIRGINIA
17650;435416;rcacho
17651;30062;MARIA VIRGINIA
17652;30062;MARIA VIRGINIA
17653;419;Gabriel Santos Del Negro
17654;275996;angia
17655;94628;Angélicagb
17656;260622;jlmoreno
17657;22976;Alfonso López Martín
17658;66444;Pacoyo
17659;39669;LauraSS
17660;199402;carlinches
17661;435778;capilra
17662;435797;jmoc
17663;292462;isabelp
17664;;
17665;25228;Nazario
17666;20592;Underpressure
17667;175832;Alfonso Pérez del Pozo
17668;435955;CQUERO
17669;253328;Miguel Lopez Prieto
17670;253328;Miguel Lopez Prieto
17671;175832;Alfonso Pérez del Pozo
17672;22474;JuanRedondo
17673;435997;LucasFV
17674;425773;AniSa74
17675;94456;tinogs1
17676;423665;David bruno
17677;93823;alvaraco
17678;106629;Lsb
17679;235540;Miguel Martinezc
17680;262603;JM Jiménez
17681;177032;Charo de Santos
17682;436454;22Jose22
17683;175776;margal
17684;206984;ipl
17685;436490;Carmen8
17686;92120;Iván Velasco R.
